MACUL	31.092005963349475
MAIPU	55.917904981163666
NUNOA	22.769488797023214
RENCA	51.61312073486539
CONCHALI	30.939690031095214
LA REINA	30.04464479844613
LO PRADO	28.236284518116193
PUDAHUEL	41.840242496420835
RECOLETA	29.560949152542374
SANTIAGO	23.632096676819597
VITACURA	45.03492373511905
CERRILLOS	40.04217771464015
EL BOSQUE	59.82979330007127
LA GRANJA	46.174772670392926
LO ESPEJO	50.135052321211774
PENALOLEN	40.407084424919546
QUILICURA	59.1253883161512
SAN RAMON	42.842430136551286
HUECHURABA	42.519097115443756
LA FLORIDA	38.283645808028126
LA PINTANA	68.01308923366899
LAS CONDES	24.772806181496357
SAN MIGUEL	27.5103744916454
CERRO NAVIA	53.37714576992849
LA CISTERNA	33.537804293316356
PROVIDENCIA	20.777984275938923
PUENTE ALTO	60.33964549157767
SAN JOAQUIN	31.7438821037451
LO BARNECHEA	55.98129029130919
SAN BERNARDO	73.39464732084124
INDEPENDENCIA	32.04232013264114
QUINTA NORMAL	36.552080186736234
ESTACION CENTRAL	26.24702027959791
PEDRO AGUIRRE CERDA	31.83087810727981
	46.6696406992669
